NC_065570.1	0	50000	0	0	50000	0.0000000
NC_065570.1	50000	100000	0	0	50000	0.0000000
NC_065570.1	100000	150000	0	0	50000	0.0000000
NC_065570.1	150000	200000	7	2005	50000	0.0401000
NC_065570.1	200000	250000	1	3625	50000	0.0725000
NC_065570.1	250000	300000	4	955	50000	0.0191000
NC_065570.1	300000	350000	7	3908	50000	0.0781600
NC_065570.1	350000	400000	2	107	50000	0.0021400
NC_065570.1	400000	450000	0	0	50000	0.0000000
NC_065570.1	450000	500000	9	6727	50000	0.1345400
NC_065570.1	500000	550000	2	3733	50000	0.0746600
NC_065570.1	550000	600000	0	0	50000	0.0000000
NC_065570.1	600000	650000	3	146	50000	0.0029200
NC_065570.1	650000	700000	8	2094	50000	0.0418800
NC_065570.1	700000	750000	0	0	50000	0.0000000
NC_065570.1	750000	800000	8	1315	50000	0.0263000
NC_065570.1	800000	850000	0	0	50000	0.0000000
NC_065570.1	850000	900000	1	122	50000	0.0024400
NC_065570.1	900000	950000	1	840	50000	0.0168000
NC_065570.1	950000	1000000	6	1630	50000	0.0326000
NC_065570.1	1000000	1050000	0	0	50000	0.0000000
NC_065570.1	1050000	1100000	7	1752	50000	0.0350400
NC_065570.1	1100000	1150000	3	4066	50000	0.0813200
NC_065570.1	1150000	1200000	2	280	50000	0.0056000
NC_065570.1	1200000	1250000	1	2494	50000	0.0498800
NC_065570.1	1250000	1300000	2	2021	50000	0.0404200
NC_065570.1	1300000	1350000	3	2598	50000	0.0519600
NC_065570.1	1350000	1400000	8	3185	50000	0.0637000
NC_065570.1	1400000	1450000	14	4360	50000	0.0872000
NC_065570.1	1450000	1500000	9	2789	50000	0.0557800
NC_065570.1	1500000	1550000	3	336	50000	0.0067200
NC_065570.1	1550000	1600000	6	4240	50000	0.0848000
NC_065570.1	1600000	1650000	2	152	50000	0.0030400
NC_065570.1	1650000	1700000	0	0	50000	0.0000000
NC_065570.1	1700000	1750000	0	0	50000	0.0000000
NC_065570.1	1750000	1800000	1	49	50000	0.0009800
NC_065570.1	1800000	1850000	3	3826	50000	0.0765200
NC_065570.1	1850000	1900000	17	5417	50000	0.1083400
NC_065570.1	1900000	1950000	10	3816	50000	0.0763200
NC_065570.1	1950000	2000000	9	2457	50000	0.0491400
NC_065570.1	2000000	2050000	0	0	50000	0.0000000
NC_065570.1	2050000	2100000	2	1008	50000	0.0201600
NC_065570.1	2100000	2150000	8	4701	50000	0.0940200
NC_065570.1	2150000	2200000	5	3914	50000	0.0782800
NC_065570.1	2200000	2250000	2	931	50000	0.0186200
NC_065570.1	2250000	2300000	1	89	50000	0.0017800
NC_065570.1	2300000	2350000	2	2364	50000	0.0472800
NC_065570.1	2350000	2400000	0	0	50000	0.0000000
NC_065570.1	2400000	2450000	6	4952	50000	0.0990400
NC_065570.1	2450000	2500000	0	0	50000	0.0000000
NC_065570.1	2500000	2550000	0	0	50000	0.0000000
NC_065570.1	2550000	2600000	5	4260	50000	0.0852000
