NC_065570.1	0	50000	0	0	50000	0.0000000
NC_065570.1	50000	100000	0	0	50000	0.0000000
NC_065570.1	100000	150000	0	0	50000	0.0000000
NC_065570.1	150000	200000	0	0	50000	0.0000000
NC_065570.1	200000	250000	0	0	50000	0.0000000
NC_065570.1	250000	300000	0	0	50000	0.0000000
NC_065570.1	300000	350000	0	0	50000	0.0000000
NC_065570.1	350000	400000	0	0	50000	0.0000000
NC_065570.1	400000	450000	0	0	50000	0.0000000
NC_065570.1	450000	500000	0	0	50000	0.0000000
NC_065570.1	500000	550000	0	0	50000	0.0000000
NC_065570.1	550000	600000	0	0	50000	0.0000000
NC_065570.1	600000	650000	0	0	50000	0.0000000
NC_065570.1	650000	700000	0	0	50000	0.0000000
NC_065570.1	700000	750000	0	0	50000	0.0000000
NC_065570.1	750000	800000	0	0	50000	0.0000000
NC_065570.1	800000	850000	0	0	50000	0.0000000
NC_065570.1	850000	900000	0	0	50000	0.0000000
NC_065570.1	900000	950000	0	0	50000	0.0000000
NC_065570.1	950000	1000000	0	0	50000	0.0000000
NC_065570.1	1000000	1050000	0	0	50000	0.0000000
NC_065570.1	1050000	1100000	0	0	50000	0.0000000
NC_065570.1	1100000	1150000	0	0	50000	0.0000000
NC_065570.1	1150000	1200000	0	0	50000	0.0000000
NC_065570.1	1200000	1250000	0	0	50000	0.0000000
NC_065570.1	1250000	1300000	0	0	50000	0.0000000
NC_065570.1	1300000	1350000	0	0	50000	0.0000000
NC_065570.1	1350000	1400000	0	0	50000	0.0000000
NC_065570.1	1400000	1450000	0	0	50000	0.0000000
NC_065570.1	1450000	1500000	0	0	50000	0.0000000
NC_065570.1	1500000	1550000	0	0	50000	0.0000000
NC_065570.1	1550000	1600000	0	0	50000	0.0000000
NC_065570.1	1600000	1650000	0	0	50000	0.0000000
NC_065570.1	1650000	1700000	0	0	50000	0.0000000
NC_065570.1	1700000	1750000	0	0	50000	0.0000000
NC_065570.1	1750000	1800000	0	0	50000	0.0000000
NC_065570.1	1800000	1850000	0	0	50000	0.0000000
NC_065570.1	1850000	1900000	0	0	50000	0.0000000
NC_065570.1	1900000	1950000	0	0	50000	0.0000000
NC_065570.1	1950000	2000000	0	0	50000	0.0000000
NC_065570.1	2000000	2050000	0	0	50000	0.0000000
NC_065570.1	2050000	2100000	0	0	50000	0.0000000
NC_065570.1	2100000	2150000	0	0	50000	0.0000000
NC_065570.1	2150000	2200000	1	106	50000	0.0021200
NC_065570.1	2200000	2250000	0	0	50000	0.0000000
NC_065570.1	2250000	2300000	0	0	50000	0.0000000
NC_065570.1	2300000	2350000	0	0	50000	0.0000000
NC_065570.1	2350000	2400000	0	0	50000	0.0000000
NC_065570.1	2400000	2450000	0	0	50000	0.0000000
NC_065570.1	2450000	2500000	0	0	50000	0.0000000
NC_065570.1	2500000	2550000	0	0	50000	0.0000000
NC_065570.1	2550000	2600000	0	0	50000	0.0000000
NC_065570.1	2600000	2650000	0	0	50000	0.0000000
