psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
     	match	match	   	count	bases	count	bases	      	name     	size	start	end	name     	size	start	end	count
---------------------------------------------------------------------------------------------------------------------------------------------------------------
135	21	0	0	0	0	0	0	++	OX359234.1	179650	127218	127374	rpl32_Stuberosum_GeSeq-SRS_v6	168	0	156	1	156,	127218,	0,
135	21	0	0	0	0	0	0	++	OX359234.1	179650	127218	127374	rpl32_Slycopersicum_GeSeq-SRS_v6	168	0	156	1	156,	127218,	0,
155	7	0	0	0	0	0	0	++	OX359234.1	179650	127218	127380	rpl32_Rcommunis_GeSeq-SRS_v6	174	0	162	1	162,	127218,	0,
132	24	0	0	0	0	0	0	++	OX359234.1	179650	127218	127374	rpl32_Ntomentosiformis_GeSeq-SRS_v6	168	0	156	1	156,	127218,	0,
133	23	0	0	0	0	0	0	++	OX359234.1	179650	127218	127374	rpl32_Ntabacum_GeSeq-SRS_v6	168	0	156	1	156,	127218,	0,
133	23	0	0	0	0	0	0	++	OX359234.1	179650	127218	127374	rpl32_Nsylvestris_GeSeq-SRS_v6	168	0	156	1	156,	127218,	0,
147	9	0	0	0	0	0	0	++	OX359234.1	179650	127218	127374	rpl32_Hbrasiliensis_GeSeq-SRS_v6	162	0	156	1	156,	127218,	0,
135	21	0	0	0	0	0	0	++	OX359234.1	179650	127218	127374	rpl32_Abelladonna_GeSeq-SRS_v6	168	0	156	1	156,	127218,	0,
61	20	0	0	0	0	0	0	++	OX359234.1	179650	87021	87102	psbT_Smoellendorffii_GeSeq-SRS_v6	102	0	81	1	81,	87021,	0,
214	8	0	0	0	0	0	0	++	OX359234.1	179650	87431	87653	psbH_Hbrasiliensis_GeSeq-SRS_v6	222	0	222	1	222,	87431,	0,
202	20	0	0	0	0	0	0	++	OX359234.1	179650	87431	87653	psbH_Gmax_GeSeq-SRS_v6	222	0	222	1	222,	87431,	0,
199	22	0	0	0	0	0	0	++	OX359234.1	179650	87431	87652	psbH_Eguineensis_GeSeq-SRS_v6	222	0	221	1	221,	87431,	0,
116	34	0	0	0	0	0	0	++	OX359234.1	179650	87497	87647	psbH_Acapillusveneris_GeSeq-SRS_v6	225	66	216	1	150,	87497,	66,
180	21	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Soleracea_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
177	24	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Nundulata_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
177	24	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Ntomentosiformis_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
177	24	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Ntabacum_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
177	24	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Nsylvestris_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
173	28	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Gmax_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
176	25	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Abelladonna_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
122	13	0	0	0	0	0	0	++	OX359234.1	179650	79545	79680	psaJ_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_138_ENDKEY	135	0	135	1	135,	79545,	0,
75	36	0	0	0	0	0	0	++	OX359234.1	179650	79545	79656	psaJ_Pthunbergii_GeSeq-SRS_v6	135	0	111	1	111,	79545,	0,
107	19	0	0	0	0	0	0	++	OX359234.1	179650	79545	79671	psaJ_Psativum_GeSeq-SRS_v6	129	0	126	1	126,	79545,	0,
109	17	0	0	0	0	0	0	++	OX359234.1	179650	79545	79671	psaJ_Mtruncatula_GeSeq-SRS_v6	129	0	126	1	126,	79545,	0,
117	18	0	0	0	0	0	0	++	OX359234.1	179650	79545	79680	psaJ_Gmax_GeSeq-SRS_v6	135	0	135	1	135,	79545,	0,
108	18	0	0	0	0	0	0	++	OX359234.1	179650	79545	79671	psaJ_Brapa_GeSeq-SRS_v6	129	0	126	1	126,	79545,	0,
117	18	0	0	0	0	0	0	++	OX359234.1	179650	79545	79680	psaJ_Athaliana_GeSeq-SRS_v6	135	0	135	1	135,	79545,	0,
123	21	0	0	0	0	0	0	++	OX359234.1	179650	127218	127362	rpl32_Soleracea_GeSeq-SRS_v6	174	0	144	1	144,	127218,	0,
109	5	0	0	0	0	0	0	++	OX359234.1	179650	78473	78587	petG_Rcommunis_GeSeq-SRS_v6	114	0	114	1	114,	78473,	0,
83	28	0	0	0	0	0	0	++	OX359234.1	179650	78473	78584	petG_Aformosae_GeSeq-SRS_v6	114	0	111	1	111,	78473,	0,
173	28	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Vvinifera_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
85	11	0	0	0	0	0	0	++	OX359234.1	179650	78177	78273	petL_Shybrid_GeSeq-SRS_v6	96	0	96	1	96,	78177,	0,
85	11	0	0	0	0	0	0	++	OX359234.1	179650	78177	78273	petL_Sbicolor_GeSeq-SRS_v6	96	0	96	1	96,	78177,	0,
78	18	0	0	0	0	0	0	++	OX359234.1	179650	78177	78273	petL_Psativum_GeSeq-SRS_v6	96	0	96	1	96,	78177,	0,
82	14	0	0	0	0	0	0	++	OX359234.1	179650	78177	78273	petL_Osativaja_GeSeq-SRS_v6	96	0	96	1	96,	78177,	0,
82	14	0	0	0	0	0	0	++	OX359234.1	179650	78177	78273	petL_Osativain_GeSeq-SRS_v6	96	0	96	1	96,	78177,	0,
89	7	0	0	0	0	0	0	++	OX359234.1	179650	78177	78273	petL_Oelata_GeSeq-SRS_v6	96	0	96	1	96,	78177,	0,
84	12	0	0	0	0	0	0	++	OX359234.1	179650	78177	78273	petL_Hvulgare_GeSeq-SRS_v6	96	0	96	1	96,	78177,	0,
84	12	0	0	0	0	0	0	++	OX359234.1	179650	78177	78273	petL_Bdistachyon_GeSeq-SRS_v6	96	0	96	1	96,	78177,	0,
137	22	0	0	0	0	0	0	++	OX359234.1	179650	127218	127377	rpl32_Athaliana_GeSeq-SRS_v6	159	0	159	1	159,	127218,	0,
154	47	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Zmays_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
153	48	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Shybrid_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
153	48	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Sbicolor_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
150	51	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Osativaja_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
150	51	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Osativain_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
173	28	0	0	0	0	0	0	++	OX359234.1	179650	80252	80453	rpl33_Brapa_GeSeq-SRS_v6	201	0	201	1	201,	80252,	0,
85	12	0	0	0	0	0	0	++	OX359234.1	179650	71081	71178	psaI_Zmays_GeSeq-SRS_v6	111	14	111	1	97,	71081,	14,
