psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
     	match	match	   	count	bases	count	bases	      	name     	size	start	end	name     	size	start	end	count
---------------------------------------------------------------------------------------------------------------------------------------------------------------
315	7	0	0	1	803	1	10	++	OX359233.1	445279	326077	327202	rps10_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_58_ENDKEY	333	1	333	3	183,56,83,	326077,326260,327119,	1,194,250,
189	99	0	0	0	0	0	0	++	OX359233.1	445279	248836	249124	rps12_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_3_ENDKEY	372	78	366	1	288,	248836,	78,
189	99	0	0	0	0	0	0	++	OX359233.1	445279	248836	249124	rps12_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_147_ENDKEY	372	78	366	1	288,	248836,	78,
35	3	0	0	0	0	0	0	++	OX359233.1	445279	302581	302619	atp4_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_63_ENDKEY	597	559	597	1	38,	302581,	559,
35	3	0	0	0	0	0	0	++	OX359233.1	445279	302581	302619	atp4_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_143_ENDKEY	597	559	597	1	38,	302581,	559,
350	7	0	0	0	0	0	0	++	OX359233.1	445279	248352	248709	nad3_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_137_ENDKEY	357	0	357	1	357,	248352,	0,
356	1	0	0	0	0	0	0	++	OX359233.1	445279	248352	248709	nad3_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_264_ENDKEY	357	0	357	1	357,	248352,	0,
509	7	0	0	0	0	0	0	++	OX359233.1	445279	291964	292480	rpl16_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_197_ENDKEY	516	0	516	1	516,	291964,	0,
569	4	0	0	0	0	0	0	++	OX359233.1	445279	189921	190494	nad9_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_102_ENDKEY	573	0	573	1	573,	189921,	0,
34	0	0	0	0	0	0	0	++	OX359233.1	445279	288476	288510	nad9_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_102_ENDKEY	573	0	34	1	34,	288476,	0,
573	0	0	0	0	0	0	0	++	OX359233.1	445279	189921	190494	nad9_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_39_ENDKEY	573	0	573	1	573,	189921,	0,
34	0	0	0	0	0	0	0	++	OX359233.1	445279	288476	288510	nad9_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_39_ENDKEY	573	0	34	1	34,	288476,	0,
432	3	0	0	0	0	0	0	++	OX359233.1	445279	292045	292480	rpl16_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_193_ENDKEY	435	0	435	1	435,	292045,	0,
773	10	0	0	1	1125	0	0	++	OX359233.1	445279	41604	43512	cox2_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_9_ENDKEY	783	0	783	2	699,84,	41604,43428,	0,699,
776	7	0	0	1	1125	0	0	++	OX359233.1	445279	41604	43512	cox2_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_242_ENDKEY	783	0	783	2	700,83,	41604,43429,	0,700,
445	2	0	0	0	0	0	0	++	OX359233.1	445279	180650	181097	rps7_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_127_ENDKEY	447	0	447	1	447,	180650,	0,
69	2	0	0	0	0	0	0	++	OX359233.1	445279	40695	40766	rps19_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_184_ENDKEY	195	0	71	1	71,	40695,	0,
346	4	0	0	0	0	0	0	++	OX359233.1	445279	159768	160118	rps13_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_96_ENDKEY	351	1	351	1	350,	159768,	1,
1570	14	0	0	1	967	0	0	++	OX359233.1	445279	327399	329950	cox1_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_64_ENDKEY	1584	0	1584	2	726,858,	327399,329092,	0,726,
743	17	0	0	0	0	0	0	++	OX359233.1	445279	323061	323821	atp6_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_203_ENDKEY	792	32	792	1	760,	323061,	32,
65	28	0	0	0	0	0	0	++	OX359233.1	445279	162076	162169	ndhA_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_240_ENDKEY	1110	669	762	1	93,	162076,	669,
906	11	0	0	0	0	0	0	++	OX359233.1	445279	51570	52487	rps4_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_179_ENDKEY	1059	142	1059	1	917,	51570,	142,
42	1	0	0	0	0	0	0	++	OX359233.1	445279	298175	298218	rps4_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_179_ENDKEY	1059	625	668	1	43,	298175,	625,
904	13	0	0	0	0	0	0	++	OX359233.1	445279	51570	52487	rps4_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_292_ENDKEY	1059	142	1059	1	917,	51570,	142,
42	1	0	0	0	0	0	0	++	OX359233.1	445279	298175	298218	rps4_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_292_ENDKEY	1059	625	668	1	43,	298175,	625,
1435	12	0	0	1	942	0	0	++	OX359233.1	445279	25819	28208	nad5_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_18_ENDKEY	2013	0	1447	2	224,1223,	25819,26985,	0,224,
1440	7	0	0	1	942	0	0	++	OX359233.1	445279	25819	28208	nad5_STARTREF_NC_015141.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_6_ENDKEY	2013	0	1447	2	224,1223,	25819,26985,	0,224,
743	14	0	0	0	0	0	0	++	OX359233.1	445279	323101	323858	atp6_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_93_ENDKEY	765	0	757	1	757,	323101,	0,
1828	26	0	0	1	6	1	3	++	OX359233.1	445279	99230	101090	matR_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_160_ENDKEY	1860	0	1857	3	726,776,352,	99230,99962,100738,	0,726,1505,
214	137	0	0	1	57	1	57	++	OX359233.1	445279	27430	27838	ndhF_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_221_ENDKEY	2244	693	1101	2	159,192,	27430,27646,	693,909,
610	8	0	0	0	0	0	0	++	OX359233.1	445279	370765	371383	nad6_STARTREF_NC_045136.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_182_ENDKEY	618	0	618	1	618,	370765,	0,
